SKU;Descricao SKU;PEP;Cod. ;Desc. BIOS;PLM
1307895;POS MASTER C6400 MINIPRO T8256N20A-2 MAO;SEMPEP;11202062;BIOS POS-RIH670FA V002 PLUS V0103.X;RIH670FA
1307896;POS MASTER C6400 MINIPRO F8512N20A-1 MAO;SEMPEP;11212193;BIOS POS-RIH670FA V002 PLUS V0202.X;RIH670FA
1307897;POS MASTER C6400 MINIPRO SC1T0N20A MAO;SEMPEP;11202062;BIOS POS-RIH670FA V002 PLUS V0103.X;RIH670FA
1307898;POS MASTER C6400 MINIPRO FC1T0N20A-1 MAO;SEMPEP;11202062;BIOS POS-RIH670FA V002 PLUS V0103.X;RIH670FA
1307899;POS MASTER C6400 MINIPRO F8512N20A-2 MAO;SEMPEP;11212193;BIOS POS-RIH670FA V002 PLUS V0202.X;RIH670FA
1307900;POS MASTER C6400 MINIPRO S8512N20A MAO;SEMPEP;11202062;BIOS POS-RIH670FA V002 PLUS V0103.X;RIH670FA
1307901;POS MASTER D3400 SF8512NNEH6100AN0-1 IOS;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307903;POS MASTER D3400 SFC256NNEH610XCN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307904;POSITIVO MASTER C6400 MINIPRO F8512N0XC;SEMPEP;11189811;BIOS POS-RIH670EU PLUS V0103.X 1019 PD;RIH670EU
1307905;POS MASTER C4400 MINIPRO I8256N20A MAO;SEMPEP;11193481;BIOS POS-RAX300ES PLUS V0300.X ;RAX300ES
1307906;POS MASTER C4400 MINIPRO H8256N20A MAO;SEMPEP;11193481;BIOS POS-RAX300ES PLUS V0300.X ;RAX300ES
1307907;POS MASTER D3400 SF8256NNEH6100AN0-2;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307908;POS MASTER D3400 ST8256NNEH6100AN0-3;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307909;POS MASTER D3400 SFC256NNEH610XCN0-2;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307910;POSITIVO MASTER D3400 SS8512NNHH6100AN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307911;POS MASTER D3400 SS8512NNHH6100AN0-1;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307912;POS MASTER D3400 SF8512NNHH6100AN0-1;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307913;POS MASTER D3400 ST8512NNHH6100AN0-1;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307914;POS MASTER D3400 SS8512NNFH6100AN0-1;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307915;POS MASTER D3400 SF8512NNFH6100AN0-1;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307916;POS MASTER D3400 ST8512NNFH6100AN0-1;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307917;POS MASTER C6400 MINIPRO S8512N20A-1;SEMPEP;11202371;BIOS POS-RIH670EU PLUS V0202.X;RIH670EU
1307918;POS MASTER C6400 MINIPRO F8512N20A-3;SEMPEP;11202371;BIOS POS-RIH670EU PLUS V0202.X;RIH670EU
1307919;POS MASTER C6400 MINIPRO T8512N20A-1;SEMPEP;11202371;BIOS POS-RIH670EU PLUS V0202.X;RIH670EU
1307935;POS MASTER C6400 MINIPRO F8512N20A-4;SEMPEP;11202062;BIOS POS-RIH670FA V002 PLUS V0103.X;RIH670FA
1307945;POS MASTER D3400 SSC256NNEH610XCN0-2;SEMPEP;11189816;BIOS POS-EIH610EX 0101.1.XG3.H1.P;EIH610EX
1307946;POS MASTER C6400 MINIPRO FC512N20A-2;SEMPEP;11202062;BIOS POS-RIH670FA V002 PLUS V0103.X;RIH670FA
1307947;POS MASTER C6400 MINIPRO FC512N20A-3;SEMPEP;11202920;BIOS POS-RIH670EU 0202.2.XD10G6.H2.P;RIH670EU
1307948;POS MASTER C6400 MINIPRO F8256N20A-1;SEMPEP;11202920;BIOS POS-RIH670EU 0202.2.XD10G6.H2.P;RIH670EU
1307949;POS MASTER C6400 MINIPRO FC256N20A-1;SEMPEP;11202920;BIOS POS-RIH670EU 0202.2.XD10G6.H2.P;RIH670EU
1307950;POS MASTER C6400 MINIPRO T8256N0XE-2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1307951;POS MASTER C6400 MINIPRO T8512N20A-3;SEMPEP;11202062;BIOS POS-RIH670FA V002 PLUS V0103.X;RIH670FA
1307952;POS MASTER C6400 MINIPRO F8512N20A-6;SEMPEP;11212193;BIOS POS-RIH670FA V002 PLUS V0202.X;RIH670FA
1307953;POS MASTER D3400 ST8256ANEH610XCN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307954;POSITIVO MASTER C3400 MINIPRO F8512N60A;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1307959;POS MASTER D3400 SF8512NNFH6100AN0-2;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307960;POS MASTER C8400 MINIPRO F8512N20A-1;SEMPEP;11202061;BIOS POS-RIQ670FB V001 V0103.X;RIQ670FB
1307961;POSITIVO MASTER C6400 MINIPRO F8256N1AV2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1307963;POS MASTER D4300 SH8256NNGA3200AN0-1;SEMPEP;11202937;BIOS POS-RAA320EI_0301.5.X.H6.P;RAA320EI
1307964;POSITIVO MASTER C4300 MINIPRO GC256N1XC;SEMPEP;11171325;BIOS_RAA320EJ_V0104.1.X.G3.H3.P_Aris;RAA320EJ
1307965;POS MASTER C6400 MINIPRO F8512N20A-5;SEMPEP;11202920;BIOS POS-RIH670EU 0202.2.XD10G6.H2.P;RIH670EU
1307966;POS MASTER D3400 SFC512NNEH610XCN0-2;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307977;POS MASTER D3400 SF8512NNEH6100AN0-2;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307985;POSITIVO MASTER D2400 TT8256NNAH610WCN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1307986;POS MASTER C3400 MINIPRO S8512N60A-1;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1307987;POS MASTER C3400 MINIPRO F8512N60A-2;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1307991;POSITIVO MASTER C6400 MINIPRO T8256N1AV3;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1307992;POSITIVO MASTER D3400 SSD512NNHH6100AN0;SEMPEP;11189816;BIOS POS-EIH610EX 0101.1.XG3.H1.P;EIH610EX
1307993;POSITIVO MASTER D6200 SS8256ANEB360XCN0;SEMPEP;11206000;BIOS POS-RIB360EE PLUS V0310.X PD;RIB360EE
1307995;POSITIVO MASTER C3400 MINIPRO T8512N60A;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1307996;POSITIVO MASTER C3400 MINIPRO S8512N60A;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1307997;POS MASTER C3400 MINIPRO F8512N60A-1;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1307998;POSITIVO MASTER C3400 MINIPRO F8256N0XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1307999;POSITIVO MASTER C3400 MINIPRO T8256N0XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308000;POSITIVO MASTER C3400 MINIPRO T8256N60A;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308001;POSITIVO MASTER C6400 MINIPRO T8256N1AX;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308005;POS MASTER C6400 MINIPRO F8256N0XC-3;SEMPEP;11198574;BIOS POS-RIH670EU PLUS V0103.1.XG4.H2.P;RIH670EU
1308006;POSITIVO MASTER C6400 MINIPRO F8256N1AX;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308007;POSITIVO MASTER C6400 MINIPRO F8256N1AX;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308008;POSITIVO MASTER C6400 MINIPRO F8256N1AX;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308009;POSITIVO MASTER D3400 SS8256NNFH610XCN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308010;POSITIVO MASTER C6400 MINIPRO T8256N1AX3;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308011;POSITIVO MASTER C6400 MINIPRO F8256N1AV3;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308012;POS MASTER D3400 SF8256NNEH610XCN0-2;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308013;POS MASTER D3400 ST8256NNEH610XCN0-2;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308014;POSITIVO MASTER C6400 MINIPRO T8256N1AV;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308015;POSITIVO MASTER C6400 MINIPRO T8256N1AX2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308016;POSITIVO MASTER C6400 MINIPRO T8256N1AX1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308017;POSITIVO MASTER C6400 MINIPRO F8256N1AX2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308018;POS MASTER D3400 SF8256NNEH610XCN0-3;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308019;POSITIVO MASTER C6400 MINIPRO F8256N1AV1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308020;POSITIVO MASTER C6400 MINIPRO F8256N1AV;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308021;POSITIVO MASTER C6400 MINIPRO T8256N1AV2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308022;POS MASTER C8400 MINIPRO F8512N20A-2;SEMPEP;11202061;BIOS POS-RIQ670FB V001 V0103.X;RIQ670FB
1308023;POS MASTER C8400 MINIPRO F8256N20A-2;SEMPEP;11202061;BIOS POS-RIQ670FB V001 V0103.X;RIQ670FB
1308024;POS MASTER C4400 MINIPRO I8256N20A-1;SEMPEP;11205994;BIOS POS-RAX300ES R2 PLUS V0100.X;RAX300ES-R2
1308025;POSITIVO MASTER C6400 MINIPRO T8256N1AV1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308026;POS MASTER C6400 MINIPRO FC256N2XC-1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308027;POSITIVO MASTER C6400 MINIPRO FC256N2XC;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308028;POS MASTER C6400 MINIPRO T8256N1XE-2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308029;POSITIVO MASTER D4300 SH8256NNGA320WCN0;SEMPEP;11202937;BIOS POS-RAA320EI_0301.5.X.H6.P;RAA320EI
1308030;POSITIVO MASTER D4300 SH8256NNGA320AAN0;SEMPEP;11202937;BIOS POS-RAA320EI_0301.5.X.H6.P;RAA320EI
1308031;POS MASTER C6400 MINIPRO FC256N2XC-2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308032;POSITIVO MASTER C6400 MINIPRO T8256N2XC;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308033;POSITIVO MASTER C6400 MINIPRO TC256N2XC;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308035;POS MASTER C4400 MINIPRO H8256N20A-1;SEMPEP;11205994;BIOS POS-RAX300ES R2 PLUS V0100.X;RAX300ES-R2
1308036;POS MASTER C6400 MINIPRO FC256N2XC-2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308037;POS MASTER D4400 SH8256NNGA5200AN0-1;SEMPEP;11209604;BIOS POS-RAA520FC V0101.3.XD10.H1.P;RAA520FC
1308050;POSITIVO MASTER D4300 SHC256NNGA320AAN0;SEMPEP;11202937;BIOS POS-RAA320EI_0301.5.X.H6.P;RAA320EI
1308051;POSITIVO MASTER D4300 SHC256NNGA320WCN0;SEMPEP;11202937;BIOS POS-RAA320EI_0301.5.X.H6.P;RAA320EI
1308052;POS MASTER C6400 MINIPRO TC512N20A-1;SEMPEP;11202371;BIOS POS-RIH670EU PLUS V0202.X;RIH670EU
1308055;POSITIVO MASTER D3400 SSD512NNEH610XCN0;SEMPEP;11189816;BIOS POS-EIH610EX 0101.1.XG3.H1.P;EIH610EX
1308056;POS MASTER C6400 MINIPRO T8256N00A-1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308057;POS MASTER C6400 MINIPRO F8256N00A-1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308066;POSITIVO MASTER D3400 SSD1T0NNEH610XCN0;SEMPEP;11189816;BIOS POS-EIH610EX 0101.1.XG3.H1.P;EIH610EX
1308068;POSITIVO MASTER D4400 SH8256NNGA5200AN0;SEMPEP;11212803;BIOS POS-RAA520FC V001 PLUS V0103.X;RAA520FC
1308069;POSITIVO MASTER D4400 SH8512NNGA5200AN0;SEMPEP;11212803;BIOS POS-RAA520FC V001 PLUS V0103.X;RAA520FC
1308075;POSITIVO MASTER D3300 TSC256NNGH510XAN0;SEMPEP;11202060;BIOS POS-RIH510EZ V0102.X;RIH510EZ
1308076;POSITIVO MASTER C3400 MINIPRO T8256N0XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308077;POSITIVO MASTER C3400 MINIPRO F8256N0XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308080;POS MASTER D3400 SFC256NNEH6100AN0-1;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308081;POSITIVO MASTER D3400 SFC256NNEH6100AN0;SEMPEP;11214030;BIOS POS-EIH610EX 0202.1.XD10.HA.P;EIH610EX
1308085;POSITIVO MASTER C3400 MINIPRO T8256N60A;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308086;POS MASTER D3400 SF8256NNEH610XCN0-4;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308087;POS MASTER D3400 SF8512NNEH610XCN0-3;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308088;POS MASTER D3400 SFC512NNEH610XCN0-5;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308089;POS MASTER D3400 SFC512NNEH610XCN0-4;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308090;POS MASTER D3400 SFC256NNEH610XCN0-5;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308091;POS MASTER D3400 SFC256NNEH610XCN0-3;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308092;POS MASTER D3400 SFC512NNEH610XCN0-3;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308093;POS MASTER D3400 SFC256NNEH610XCN0-4;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308094;POSITIVO MASTER C3400 MINIPRO S16256N6XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308095;POS MASTER C3400 MINIPRO F8512N60A-1;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308096;POS MASTER C3400 MINIPRO F8512N60A-2;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308097;POS MASTER C3400 MINIPRO S8512N60A-1;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308098;POSITIVO MASTER C3400 MINIPRO S8512N60A;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308099;POSITIVO MASTER C3400 MINIPRO T8512N60A;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308100;POSITIVO MASTER C3400 MINIPRO F8512N60A;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308101;POSITIVO MASTER C3400 MINIPRO F16512N6XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308102;POSITIVO MASTER C3400 MINIPRO F16256N0XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308105;POSITIVO MASTER C3400 MINIPRO S16512N6XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308106;POS MASTER C4400 MINIPRO H8256N20A-1;SEMPEP;11212612;BIOS POS-RAX300ES R2 PLUS V0103.X;RAX300ES-R2
1308107;POS MASTER C6400 MINIPRO F8512N20A-4;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308108;POS MASTER C6400 MINIPRO S8512N20A-2;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308109;POS MASTER C6400 MINIPRO T8256N20A-2;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308110;POS MASTER C6400 MINIPRO F8512N20A-1;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308111;POS MASTER C6400 MINIPRO F8512N20A-2;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308112;POS MASTER C6400 MINIPRO S8512N20A;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308113;POS MASTER C6400 MINIPRO T8512N20A-2;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308115;POS MASTER C6400 MINIPRO T8256N00A;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308119;POS MASTER C6400 MINIPRO F8512N20A;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308120;POS MASTER C6400 MINIPRO SC512N20A;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308121;POS MASTER C6400 MINIPRO T8512N20A-1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308122;POS MASTER C6400 MINIPRO F8512N20A-3;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308123;POS MASTER C6400 MINIPRO S8512N20A-1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308124;POS MASTER C6400 MINIPRO F8256N20A;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308125;POS MASTER C6400 MINIPRO T4256N20A;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308126;POS MASTER C6400 MINIPRO F8256N2XC;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308127;POS MASTER C6400 MINIPRO FC512N20A;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308128;POS MASTER C6400 MINIPRO T8256N20A;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308129;POS MASTER C4400 MINIPRO I8256N20A-1;SEMPEP;11212612;BIOS POS-RAX300ES R2 PLUS V0103.X;RAX300ES-R2
1308131;POSITIVO MASTER C6400 MINIPRO TC512N2XC;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308134;POS MASTER C6400 MINIPRO F8512N20A-6;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308135;POSITIVO MASTER C6400 MINIPRO FC512N2XC;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308145;POS MASTER C6400 MINIPRO F8256N00A-2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308146;POS MASTER C6400 MINIPRO F8256N0XC-4;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308155;POS MASTER C6400 MINIPRO T8256N00A-2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308156;POSITIVO MASTER C6400 MINIPRO T8512N0XC;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308165;POS MASTER C8400 MINIPRO F8512N20A-1;SEMPEP;11216188;BIOS POS-RIQ670FB R2 V0203.X;RIQ670FB
1308175;POSITIVO MASTER D3400 SSC512NNFH6100AN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308185;POSITIVO MASTER C4400 MINIPRO HC512N2XC;SEMPEP;11193481;BIOS POS-RAX300ES PLUS V0300.X;RAX300ES
1308186;POS MASTER C4400 MINIPRO HC512N2XC-1;SEMPEP;11205994;BIOS POS-RAX300ES R2 PLUS V0100.X;RAX300ES-R2
1308187;POSITIVO MASTER C6400 MINIPRO FC256N1XE;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308188;POS MASTER C6400 MINIPRO FC256N0XE-2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308189;POS MASTER C6400 MINIPRO FC256N0XE-1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308190;POSITIVO MASTER D2400 TT8256NNAH6100AN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308191;POS MASTER D3400 ST8512NNEH6100AN0-1;SEMPEP;11214030;BIOS POS-EIH610EX 0202.1.XD10.HA.P;EIH610EX
1308195;POS MASTER D3400 SFC512NNFH6100AN0-1;SEMPEP;11214030;BIOS POS-EIH610EX 0202.1.XD10.HA.P;EIH610EX
1308215;POSITIVO MASTER D3400 SFC512NNGH6100AN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308216;POSITIVO MASTER C6400 MINIPRO FD512N1XC;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308225;POSITIVO MASTER D3400 ST8256NNGH6100AN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308235;POSITIVO MASTER C6400 MINIPRO FC512N0XC;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308245;POSITIVO MASTER C6400 MINIPRO T8512N0XE;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308255;POSITIVO MASTER C3400 MINIPRO F8256N6XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308256;POSITIVO MASTER C3400 MINIPRO T8256N6XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308257;POS MASTER D3400 SFC512NNEH610XCN0-6;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308258;POS MASTER C6400 MINIPRO TC256N10A;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308265;POSITIVO MASTER C3400 MINIPRO F16256N6XC;SEMPEP;11211771;BIOS POS-RIH610FD PLUS V0102.X;RIH610FD
1308266;POS MASTER C6400 MINIPRO FC256N20A-3;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308275;POS MASTER C6400 MINIPRO FC256N20A-2;SEMPEP;11210343;BIOS POS-RIH670FA PLUS V0200.3.XD10.H2.P;RIH670FA
1308285;POSITIVO MASTER C8400 MINIPRO FC512N2XC;SEMPEP;11202433;BIOS POS-RIQ670EV V0202.2.XD10.P;RIQ670EV
1308286;POS MASTER C6400 MINIPRO FC512N2XC-1;SEMPEP;11205985;BIOS POS-RIH670EU V0202.3.XD10.H3.P NSL;RIH670EU
1308287;POS MASTER C6400 MINIPRO FC512N2XC-2;SEMPEP;11205985;BIOS POS-RIH670EU V0202.3.XD10.H3.P NSL;RIH670EU
1308306;POS MASTER C6400 MINIPRO F8256N0AE-1;SEMPEP;11203384;BIOS POS-RIH670EU V0202.5.XG4.H2.P;RIH670EU
1308307;POS MASTER C6400 MINIPRO F4256N0AE-1;SEMPEP;11203384;BIOS POS-RIH670EU V0202.5.XG4.H2.P;RIH670EU
1308308;POSITIVO MASTER D3400 STC256NNEH610XCN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308309;POS MASTER C6400 MINIPRO FC512N20A-4;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308310;POS MASTER C6400 MINIPRO FC256N20A-4;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308311;POS MASTER D3400 SFC256NNEH610XCN0-7;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308312;POS MASTER D3400 ST8256NNEH6100AN0-4;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308325;POS MASTER D3400 SFC512NNEH610XCN0-7;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308327;POSITIVO MASTER D3500 ST8256N0H610E0A;SEMPEP;11216193;BIOS POS-RIH610FE PLUS V0102.X;RIH610FE
1308328;POSITIVO MASTER D3500 SF8512N6H610E0A;SEMPEP;11216193;BIOS POS-RIH610FE PLUS V0102.X;RIH610FE
1308329;POSITIVO MASTER D3500 SF8512N0H610E0A;SEMPEP;11216193;BIOS POS-RIH610FE PLUS V0102.X;RIH610FE
1308330;POSITIVO MASTER D3500 SF8256N6H610E0A;SEMPEP;11216193;BIOS POS-RIH610FE PLUS V0102.X;RIH610FE
1308331;POSITIVO MASTER D3500 SF8256N0H610E0A;SEMPEP;11216193;BIOS POS-RIH610FE PLUS V0102.X;RIH610FE
1308332;POS MASTER D3400 ST8256NNEH6100AN0-5;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308335;POSITIVO MASTER D3500 SS8512N6H610F0A;SEMPEP;11216193;BIOS POS-RIH610FE PLUS V0102.X;RIH610FE
1308336;POSITIVO MASTER D3500 SS8512N0H610F0A;SEMPEP;11216193;BIOS POS-RIH610FE PLUS V0102.X;RIH610FE
1308340;POS MASTER C6400 MINIPRO F8256N10A-1;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308345;POSITIVO MASTER D3400 SSC512NNFH610XCN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308346;POS MASTER D3400 SF8256NNEH6100AN0-3;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308347;POSITIVO MASTER D3500 ST8256N6H610E0A;SEMPEP;11216193;BIOS POS-RIH610FE PLUS V0102.X;RIH610FE
1308350;POS MASTER C6400 MINIPRO F8256N20A-2;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308352;POS MASTER C6400 MINIPRO T8256N20A-3;SEMPEP;11216184;BIOS POS-RIH670FA PLUS V0203.X;RIH670FA
1308353;POS MASTER C6400 MINIPRO SC512N1XC-2;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308355;POSITIVO MASTER D3400 SSD1T0NNHH610XCN0;SEMPEP;11210377;BIOS POS-EIH610EX V0301.X;EIH610EX
1308366;POS MASTER C6400 MINIPRO F8256N2XC-3;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1308367;POSITIVO MASTER D4400 SHC256NNGA5200AN0;SEMPEP;11212803;BIOS POS-RAA520FC V001 PLUS V0103.X;RAA520FC
