SKU;Descricao SKU;PEP;Cod. ;Desc. BIOS;PLM
1507725;POSITIVO MASTER C6300 PL H3-04023;H3-04023;11212603;BIOS POS-RIH470EM V0103.9.X.H2.P;RIH470EM_R104
1507726;POS MASTER C4400 H3-03840 TJ-MT G2 CAR;H3-03840;11202046;BIOS POS-RAX300ES 0300.3.XD10G11.H1.P NS;RAX300ES
1507728;POS MASTER C6400 H3-03840 ME G1 CAR;SEMPEP;11202440;BIOS POS-RIH670EU V0202.2.XD10.H2.P NSL;RIH670EU
1507730;POS MASTER C8300 H3-03776 DATA03;SEMPEP;11201191;BIOS RIQ470EN_0303.4.X.D10.G4.H1.P_Datap;RIQ470EN_R105
1507731;POS MASTER C8300 H3-03776 DATA07;SEMPEP;11201191;BIOS RIQ470EN_0303.4.X.D10.G4.H1.P_Datap;RIQ470EN_R105
1507732;POS MASTER C8300 H3-03776 DATA06;SEMPEP;11201191;BIOS RIQ470EN_0303.4.X.D10.G4.H1.P_Datap;RIQ470EN_R105
1507733;POS MASTER C8300 H3-03776 DATA05;SEMPEP;11201191;BIOS RIQ470EN_0303.4.X.D10.G4.H1.P_Datap;RIQ470EN_R105
1507734;POS MASTER C8300 H3-03776 DATA04;SEMPEP;11201191;BIOS RIQ470EN_0303.4.X.D10.G4.H1.P_Datap;RIQ470EN_R105
1507735;POS MASTER D3400 H3-3806 SEAP PR PL L9;H3-03806;11190987;BIOS POS-EIH610EX 0101.2.XD9G4.HA.P;EIH610EX
1507736;POS MASTER C4400 H3-03840 G2 INSS CAR 2;H3-03840;11198578;BIOS RAX300ES 0300.2.XD10.H3.P NSLOCK;RAX300ES
1507740;POS MASTER C8400 H3-03775 JF-RS IMGC2;H3-03775;11202441;BIOS POS-RIQ670EV V0202.1.XD10G4.P NVMD;RIQ670EV
1507745;POSITIVO MASTER C4400 MINIPRO H3-04085;H3-04085;11202437;BIOS RAX300ES_0300.3.XD10.H1.P;RAX300ES
1507746;POS MASTER C8400 H3-03934 LOT2LT01 CAR;H3-03934;11193469;BIOS POS-RIQ670EV_0101.3.X.P;RIQ670EV
1507747;POSITIVO MASTER D3400 H3-04010;H3-04010;11191471;BIOS POS-EIH610EX 0101.2.X.HA.P;EIH610EX
1507748;POS MASTER C8300 H3-03776 DATA01;SEMPEP;11201191;BIOS RIQ470EN_0303.4.X.D10.G4.H1.P_Datap;RIQ470EN_R105
1507749;POS MASTER C8300 H3-03776 DATA02;SEMPEP;11201191;BIOS RIQ470EN_0303.4.X.D10.G4.H1.P_Datap;RIQ470EN_R105
1507750;POS MASTER C6400 PGJ/PE H3-03774;H3-03774;11202440;BIOS POS-RIH670EU V0202.2.XD10.H2.P NSL;RIH670EU
1507755;POSITIVO MASTER C4400 EMATER/MG H3-04106;H3-04106;11205981;BIOS POS_RAX300ES_0300.4.XD10.H1.P_NS;RAX300ES
1507755;POSITIVO MASTER C4400 EMATER/MG H3-04106;H3-04106;11202932;BIOS RAX300ES_0300.3.XD10.H2.P_NS;RAX300ES
1507765;POSITIVO MASTER C6400 MINIPRO H3-04120;H3-04120;11222352;BIOS_RIH670EU_V0202.5.XD20.H3.P_NSL.;RIH670EU
1507766;POS MASTER D6200 - SEINFRA H3-03482 EN;SEMPEP;11161739;BIOS POS-RIB360EE Plus v.0307.1.X.G20;RIB360EE
1507767;POS MASTER C8400 CAMDEP CAR H3-3910 16GB;H3-03910;11191436;BIOS_POS-RIQ670EV_0101.2.XD10.P;RIQ670EV
1507768;POS MAST C4400 H3-3840 24BN G2 CAR;H3-03840;11207499;BIOS POS-RAX300ES 0300.5.XD10.H3.P NSLOC;RAX300ES
1507770;POSI MASTER C8400 H3-03934 LOT2LT01 SES;H3-03934;11202432;BIOS POS-RIQ670EV V0202.2.X.P;RIQ670EV
1507771;POSITIVO MASTER C6400 MINIPRO;H3-04156;11206011;BIOS POS-RIH670EU V0202.5.H2.P;RIH670EU
1507777;POS MASTER C4400 -SEMAD 1 H3-03915 IMG;SEMPEP;11191495;BIOS POS-RAX300ES ME V0300.2.X.H3.P;RAX300ES
1507779;POS MASTER D3400 H3-03985 - IT1;H3-03985;11202965;BIOS POS-EIH610EX 0101.4.X.HA.P;EIH610EX
1507780;POS MASTER D4300 H3-03985 - IT27;H3-03985;11202937;BIOS POS-RAA320EI_0301.5.X.H6.P;RAA320EI
1507781;MASTER C6400 H3-04007 PM Fortaleza BIOS;H3-04007;11207525;BIOS_RIH670EU_0202.5.XD10G10.H3.P_PM_FOR;RIH670EU
1507786;POS MASTER C4400 H3-03840 G2 TJRJ LT05;SEMPEP;11198578;BIOS RAX300ES 0300.2.XD10.H3.P NSLOCK;RAX300ES
1507787;POS MASTER C6400 H3-3840 24P1 G1 CAR;SEMPEP;11202440;BIOS POS-RIH670EU V0202.2.XD10.H2.P NSL;RIH670EU
1507788;POS MASTER C4400 H3-03840 24P1 G2 CAR;H3-03840;11207499;BIOS POS-RAX300ES 0300.5.XD10.H3.P NSLOC;RAX300ES
1507789;POS MAS C4400 Mini SEMAD 3 H3-03915 IMG;SEMPEP;11191495;BIOS POS-RAX300ES ME V0300.2.X.H3.P;RAX300ES
1507791;POS MASTER C4400 MiniPro ME G2 4655GE;H3-03840;11207499;BIOS POS-RAX300ES 0300.5.XD10.H3.P NSLOC;RAX300ES
1507792;POSITIVO MASTER C4400 MINIPRO H3-04150;H3-04150;11202942;BIOS POS-RAX300ES ME V0300.3.X.H3.P;RAX300ES
1507795;POSITIVO MASTER C4400 MINIPRO H3-04126;H3-04126;11202437;BIOS RAX300ES_0300.3.XD10.H1.P;RAX300ES
1507798;POS MASTER C4400 MINI H3-03886 CAR IT7;H3-03886;11203395;BIOS POS-RAX300ES ME V0300.4.XD10.H3.P;RAX300ES
1507799;POSITIVO MASTER C4400 MINIPRO H3-04171;H3-04171;11202942;BIOS POS-RAX300ES ME V0300.3.X.H3.P;RAX300ES
1507801;POSITIVO MASTER C6400 MINIPRO;H3-04156;11206013;BIOS POS-RIH670EU V0202.5.XD10.H2.P;RIH670EU
1507806;POSITIVO MASTER C6400 MINIPRO;H3-04133;11202925;BIOS POS-RIH670EU PLUS V0202.2.X.H2.P;RIH670EU
1507807;POSITIVO MASTER C8400 MINIPRO;SEMPEP;11202432;BIOS POS-RIQ670EV V0202.2.X.P;RIQ670EV
1507808;POS MASTER C4400 H3-03840 24P1 G1;H3-03840;11207499;BIOS POS-RAX300ES 0300.5.XD10.H3.P NSLOC;RAX300ES
1507809;POS MASTER C6400 H3-03840 24P1 G1;SEMPEP;11202440;BIOS POS-RIH670EU V0202.2.XD10.H2.P NSL;RIH670EU
1507810;POS MASTER C4400 H3-03840 24P1 G2;H3-03840;11207499;BIOS POS-RAX300ES 0300.5.XD10.H3.P NSLOC;RAX300ES
1507812;POS MASTER C8400 H3-03776 DATA W11;H3-03776;11202935;Bios RIQ670EV_0202.3.XD10G7.P_Dataprev;RIQ670EV
1507813;POSITIVO MASTER C6400 MINIPRO H3-04012;H3-04012;11206008;BIOS POS-RIH670EU V0202.5.XD10.H2.P NSL;RIH670EU
1507816;POS MASTER C4400 H3-03840 MEG2 CAR MS;H3-03840;11205986;BIOS POS-RAX300ES 0300.4.XD10.H3.P NSLOC;RAX300ES
1507825;POS MASTER C8400 H3-03910 DR5 CAR;H3-03910;11202358;BIOS POS-RIQ670FB V001 V0103.8.XD10.P;RIQ670FB
1507827;POS MASTER C4400 H3-04150 UNESP IOS;H3-04150;11202942;BIOS POS-RAX300ES ME V0300.3.X.H3.P;RAX300ES
1507828;POS MASTER C4400 H3-03840 MEG2 CAR MCID;H3-03840;11205986;BIOS POS-RAX300ES 0300.4.XD10.H3.P NSLOC;RAX300ES
1507829;POS MAST C4400 H3-03926 UFAM WIFI;H3-03926;11192606;BIOS POS-RAX300ES 0200.2.X.H3.P;RAX300ES
1507830;POS MASTER C4400 H3-04106 EMATER IOS;H3-04106;11205981;BIOS POS_RAX300ES_0300.4.XD10.H1.P_NS;RAX300ES
1507831;POS MASTER C6400 H3-04007 FORTALEZA CAR;H3-04007;11206029;BIOS POS-RIH670EU V0202.3.XD10G6H3P NSLo;RIH670EU
1507836;POS MASTER C8400 H3-03918 PGJ-GO DR5;H3-03918;11202949;BIOS RIQ670FB_0103.8.X.P_Logo_Ena;RIQ670FB
1507845;POS MASTER C4400 H3-03840 G2 MJSP CAR;H3-03840;11205986;BIOS POS-RAX300ES 0300.4.XD10.H3.P NSLOC;RAX300ES
1507846;POS MASTER C4400 H3-03886 IT7 IOS CAR;H3-03886;11202944;BIOS POS-RAX300ES ME V0300.3.XD10.H3.P;RAX300ES
1507847;POS MASTER C4400 H3-3965 BB TCC EPP M2;H3-03965;11201207;BIOS_RAX300ES_0300.3.XG5.H3.P_Monitor;RAX300ES
1507848;POS MASTER C4400 H3-3965 BB TCC EPP P+T;H3-03965;11201207;BIOS_RAX300ES_0300.3.XG5.H3.P_Monitor;RAX300ES
1507849;POS MASTER C4400 H3-03840 G2 R2 CAR;H3-03840;11207492;BIOS POS-RAX300ES R2 PLUS V100D1P NSL;RAX300ES-R2
1507850;POS MASTER C4400 MINIPRO H3-04085 CAR;H3-04085;11202437;BIOS RAX300ES_0300.3.XD10.H1.P;RAX300ES
1507851;POS MASTER C4400 H3-03840 G1 R2;H3-03840;11207492;BIOS POS-RAX300ES R2 PLUS V100D1P NSL;RAX300ES-R2
1507852;POS MASTER C4400 H3-03840 G2 R2;H3-03840;11207492;BIOS POS-RAX300ES R2 PLUS V100D1P NSL;RAX300ES-R2
1507853;POS MASTER C4400 H3-03840 24P1 G2 R2;H3-03840;11207492;BIOS POS-RAX300ES R2 PLUS V100D1P NSL;RAX300ES-R2
1507854;POS MASTER C4400 H3-04244 ITEM 1;H3-04244;11210375;BIOS RAX300ES_DUAL_V0101.3.XD10.H1.P_NS;RAX300ES
1507856;POS MASTER D3400 H3-04210 PM PARNAÃBA;H3-04210;11202937;BIOS POS-RAA320EI_0301.5.X.H6.P;RAA320EI
1507857;POS MASTER C4400 H3-03840 G2 FUNAI;H3-03840;11207499;BIOS POS-RAX300ES 0300.5.XD10.H3.P NSLOC;RAX300ES
1507860;POS MASTER C4400 H3-04171 IFNMG IOS;H3-04171;11202942;BIOS POS-RAX300ES ME V0300.3.X.H3.P;RAX300ES
1507862;POS MASTER D3400 H3-04205 - IT2;H3-04205;11213935;BIOS POS-EIH610EX 0202.1.X.HA.P;EIH610EX
1507864;POS MASTER C6400 H3-03840 ME G1 FUNAI;H3-03840;11206008;BIOS POS-RIH670EU V0202.5.XD10.H2.P NSL;RIH670EU
1507865;POS MASTER C4400 H3-03840 ME G2 FUNAI;H3-03840;11207499;BIOS POS-RAX300ES 0300.5.XD10.H3.P NSLOC;RAX300ES
1507866;POSITIVO MASTER C4400 H3-04060 IOS;H3-04060;11193476;BIOS POS-RAX300ES BASIC V0300.X;RAX300ES
1507875;POS MASTER D3400 H3-04189;H3-04189;11202964;BIOS POS-EIH610EX 0101.4.XD10.HA.P;EIH610EX
1507876;POS MASTER C4400 H3-03840 G1 R2 CAR;H3-03840;11207492;BIOS POS-RAX300ES R2 PLUS V100D1P NSL;RAX300ES-R2
1507877;POS MASTER D4300 H3-04233 UEPG;SEMPEP;11202937;BIOS POS-RAA320EI_0301.5.X.H6.P;RAA320EI
1507878;POS MASTER C4400 H3-04244 ITEM 2;H3-04244;11217144;BIOS RAX300ES_R2_V0101.5.XD20.H1.P_NS;RAX300ES-R2
1507879;POSITIVO MASTER C8400 MINIPRO H3-04265;H3-04265;11210344;BIOS POS-RIQ670EV V0300.2.XD10.P;RIQ670EV
1507881;POS MAST C6400 MINIPRO H3-04061 CAR;H3-04061;11210380;BIOS POS-RIH670FA V0200.3.XD10.G1.H2.P;RIH670FA
1507883;POSITIVO MASTER C8400 MINIPRO H3-04264;H3-04264;11209597;BIOS POS-RIQ670FB V0103.10.XD10.P NSL;RIQ670FB
1507895;POS MASTER C4400 H3-3840 G2 R2 CAR MS;H3-03840;11207492;BIOS POS-RAX300ES R2 PLUS V100D1P NSL;RAX300ES
1507896;POSITIVO MASTER D4300 H3-04230 LOT01LT02;H3-04230;11211734;BIOS POS-RAA320EI V0301.5.XD10.H6.P;RAA320EI
1507905;POS MASTER C4400 MINIPRO H3-04238 IT7;H3-04238;11214032;BIOS POS-RAX300ES R2 H1 100N1P (Plus w/o;RAX300ES-R2
1507906;POS MASTER C6400 MINIPRO H3-04238 IT8;H3-04238;11206011;BIOS POS-RIH670EU V0202.5.H2.P;RIH670EU
1507907;POSITIVO MASTER D4400 H3-04238 IT5;H3-04238;11216159;BIOS POS-RAA520FC BASI V0103.5.XD20.H2.P;RAA520FC
1507908;POSITIVO MASTER D3400 H3-04238 IT3;H3-04238;11210335;BIOS POS-EIH610EX V0202.2.X.HA.P ;EIH610EX
1507909;POSITIVO MASTER D3400 H3-04238 IT4;H3-04238;11216171;BIOS POS-EIH610EX V0301.3.XD20.HA.P;EIH610EX
1507915;POSITIVO MASTER D3400 H3-04279 IT1;H3-04279;11214037;BIOS POS-EIH610EX V0301.2.XD20.HA.P;EIH610EX
1507925;POSITIVO MASTER D4400 H3-04273 FUMPOFSC;H3-04273;11209603;BIOS POS-RAA520FC V0101.3.X.H1.P;RAA520FC
1507926;POSITIVO MASTER C6400 MINIPRO H3-04235;H3-04235;11211794;BIOS RIH670FA_V0200.4.XD20G3.H2.P;RIH670FA
1507930;POS MASTER C6400 H3-04156 UFAM IT5;H3-04156;11206011;BIOS POS-RIH670EU V0202.5.H2.P;RIH670EU
1507931;POS MASTER C4400 H3-04310 LONDRINA/PR;H3-04310;11212177;BIOS POS-RAX300ES R2 V0101.5.XD20.H1.P;RAX300ES-R2
1507934;POS MASTER C6400 MINIPRO;H3-04320;11206012;BIOS POS-RIH670EU V0202.5.H3.P;RIH670EU
1507951;POSI MASTER D3400 H3-04238 SFF IT3;H3-04238;11213935;BIOS POS-EIH610EX 0202.1.X.HA.P;EIH610EX
1507952;POS MASTER D3400 H3-04238 SFF IT4;H3-04238;11213935;BIOS POS-EIH610EX 0202.1.X.HA.P;EIH610EX
1507955;POS MASTER C8400 H3-04264 TJE-RJ IMG2;H3-04264;11209597;BIOS POS-RIQ670FB V0103.10.XD10.P NSL;RIQ670FB
1507956;POS MASTER C8400 H3-04307 SENAI/PE;H3-04307;11210344;BIOS POS-RIQ670EV V0300.2.XD10.P;RIQ670EV
1507965;POS MAST C6400 SGG/GO H3-04061 IOS;H3-04061;11212172;BIOS POS-RIH670FA V0202.5.XD20.H2.P;RIH670FA
1507966;POS MASTER C6400 MINIPRO COTIA H3-04270;H3-04270;11206011;BIOS POS-RIH670EU V0202.5.H2.P;RIH670EU
1507968;POS MASTER C4400 H3-04278 SEEC-DF PL;H3-04278;11212101;BIOS RAX300ESR2 0101.3.XD10G1.H1.P NSLoc;RAX300ES-R2
1507970;POS MASTER C8400 H3-04306 TRF1REG IT3;H3-04306;11216150;BIOS POS-RIQ670FB V0202.2.XD20.H1.P;RIQ670FB
1507975;POS MASTER C6400 H3-04309 IF/MG IT 7;H3-04309;11212172;BIOS POS-RIH670FA V0202.5.XD20.H2.P;RIH670FA
1507976;POS MASTER D3400 H3-04309 IT8;H3-04309;11214037;BIOS POS-EIH610EX V0301.2.XD20.HA.P;EIH610EX
1507977;POS MASTER C6400 H3-03859 SEEC-DF - IT1;H3-03859;11210337;BIOS POS-RIH670FA PLUS V0200.3.X.H2.P;RIH670FA
1507978;POS MASTER C6400 H3-03859 SEEC-DF - IT2;H3-03859;11210337;BIOS POS-RIH670FA PLUS V0200.3.X.H2.P;RIH670FA
1507987;POS MASTER D3400 H3-04189 BIOS;H3-04189;11217173;BIOS EIH610EX_V0301.3.XD20G8.HA.LOGO;EIH610EX
1507995;POS MASTER C4400 H3-04271 PM REGISTRO/SP;H3-04271;11210371;BIOS POS-RAX300ES ME R2 V101D2M;RAX300ES-R2
1507995;POS MASTER C4400 H3-04271 PM REGISTRO/SP;H3-04271;11216143;BIOS POS-RAX300ES ME V0301.2.XD20.H3.P;RAX300ES
1507996;POS MASTER D4400 H3-04273 FUMPOF 8L;H3-04273;11209603;BIOS POS-RAA520FC V0101.3.X.H1.P;RAA520FC
1507997;POS MASTER C8400 H3-04306 TRF1REG IT4;H3-04306;11211781;BIOS POS-RIQ670FB V001 V0200.1.X.P;RIQ670FB
1507998;POSITIVO MASTER C6400 MINIPRO;H3-04299;11210337;BIOS POS-RIH670FA PLUS V0200.3.X.H2.P;RIH670FA
1508000;POS MAST C6400 MINIPRO H3-04061 CAR PGE;H3-04061;11206003;BIOS POS-RIH670FA V0103.6.XD10.H2.P;RIH670FA
1508001;POS MASTER C4400 H3-04278 SEEC PLD;H3-04278;11212101;BIOS RAX300ESR2 0101.3.XD10G1.H1.P NSLoc;RAX300ES-R2
1508002;POS MASTER C4400 H3-04278 SEEC CAR;H3-04278;11211728;BIOS RAX300ES_V0301.1.XD10.H3.P_NS;RAX300ES
1508005;POS MASTER D4400 H3-04273 FUMPOF CAR;H3-04273;11209603;BIOS POS-RAA520FC V0101.3.X.H1.P;RAA520FC
1508015;POS MAST C6400 MINIPRO H3-04061 IT2;H3-04061;11210343;BIOS POS-RIH670FA PLUS V0200.3.XD10.H2.P;RIH670FA
1508016;POS MASTER C6400 H3-04120 CBM CAR;H3-04120;11205985;BIOS POS-RIH670EU V0202.3.XD10.H3.P NSL;RIH670EU
1508017;POSITIVO MASTER C8400 H3-04037 CAR;H3-04037;11202432;BIOS POS-RIQ670EV V0202.2.X.P;RIQ670EV
1508018;POS MASTER C8400 H3-04264 TJE-RJ IMG3;H3-04264;11209597;BIOS POS-RIQ670FB V0103.10.XD10.P NSL;RIQ670FB
1508019;POS MASTER D4400 H3-04230 LT1 LT2;H3-04230;11212173;BIOS POS-RAA520FC V0103.5.XD20.H1.P;RAA520FC
1508025;POSITIVO MASTER D8500 H3-04323;H3-04323;11214036;BIOS RIQ670FF_V0101.3.XD20.H2.P_NS;RIQ670FF
1508033;POSITIVO  MASTER C6400 H3-04327 TJE/TO;H3-04327;11212432;BIOS RIH670FA R2 PLUS V0203.6.XD22.H5.P;RIH670FA
1508035;POSITIVO MASTER C6400 H3-04355 BNB_CE;H3-04355;11216156;BIOS POS-RIH670EU V0202.5.XD20.H3.P;RIH670EU
1508055;POS MASTER D4400 H3-04273 8L CAR;H3-04273;11212173;BIOS POS-RAA520FC V0103.5.XD20.H1.P;RAA520FC
1508057;POS MASTER C4400 H3-04271 REGISTRO PL;H3-04271;11212325;BIOS RAX300ES R2 V001 V0103.7.XD20.H1.P;RAX300ES
1508060;POS MAST C8400 H3-04306 TRF1 PAR/CAR IT4;H3-04306;11211781;BIOS POS-RIQ670FB V001 V0200.1.X.P;RIQ670FB
1508061;POS MASTER C8400 H3-04306 TRF1 DF IT3;H3-04306;11211781;BIOS POS-RIQ670FB V001 V0200.1.X.P;RIQ670FB
1508064;POS MAST C8400 H3-04306 TRF1 PAR/CAR IT3;H3-04306;11211781;BIOS POS-RIQ670FB V001 V0200.1.X.P;RIQ670FB
1508068;POS MASTER C8400 H3-04363 SEED/DF IT1;H3-04363;11212267;BIOS POS-RIQ670FB V0202.3.XD21G8.H1.P;RIQ670FB
1508069;POS MAST C6400 SGG-GO H3-04061 UEG CAR;H3-04061;11211790;BIOS POS-RIH670FA V0200.3.XD10.H2.NS.P;RIH670FA
1508070;POS MASTER C6400 H3-03656 VITORIA ADT;H3-03656;11206013;BIOS POS-RIH670EU V0202.5.XD10.H2.P;RIH670EU
1508071;POS MASTER D4400 H3-04230 LT1LT2 CAR;H3-04230;11212173;BIOS POS-RAA520FC V0103.5.XD20.H1.P;RAA520FC
1508076;POSITIVO MASTER C8400 MINIPRO H3-04313;H3-04313;11212196;BIOS POS-RIQ670EV V0302.3.XD20.H1.P;RIQ670EV
1508078;POS MASTER C4400 H3-4278 SEEC R2 CAR;H3-04278;11212118;BIOS RAX300ESR2 0101.5.XD20.H3.P NSLock;RAX300ES-R2
1508085;POSITIVO MASTER C6400 MINIPRO H3-04371;H3-04371;11211726;BIOS POS-RIH670FA_V0200.3.XG2.H2.P_CNJ;RIH670FA
1508095;POSITIVO MASTER D8500 H3-04375 DSK 3;H3-04375;11211777;BIOS POS-RIQ670FF 0101.2.XD10.H1.P NSLoc;RIQ670FF
1508096;POSITIVO MASTER D3500 H3-04352;H3-04352;11214033;BIOS RIH610FE_0101.5.XD20G2.H2.P;RIH610FE
1508097;POSITIVO MASTER C4400 MINIPRO H3-04377;H3-04377;11212177;BIOS POS-RAX300ES R2 V0101.5.XD20.H1.P;RAX300ES
1508098;POS MASTER C6400 H3-04384 ATI-TO ITEM3;H3-04384;11212294;BIOS RIH670FA PLUS V0203.6.XD22.H5.P NSL;RIH670FA
1508116;POS MASTER C4400 H3-04370 IT10;H3-04370;11212177;BIOS POS-RAX300ES R2 V0101.5.XD20.H1.P;RAX300ES-R2
1508117;POS MASTER C4400 H3-04244 IT2 CAR;H3-04244;11212177;BIOS POS-RAX300ES R2 V0101.5.XD20.H1.P;RAX300ES
1508118;POS MASTER C6400 H3-03859 IT1 CAR;H3-03859;11210337;BIOS POS-RIH670FA PLUS V0200.3.X.H2.P;RIH670FA
1508119;POS MASTER C6400 H3-03859 IT2 CAR;H3-03859;11212172;BIOS POS-RIH670FA V0202.5.XD20.H2.P;RIH670FA
1508125;POS MASTER C8400 H3-04378 SENAT/DF LT12;H3-04378;11212316;BIOS RIQ670FB V0202.3.XD21G9.H1.P_LOGO;RIQ670FB
1508136;POS MASTER D4400 H3-04233 UEPG;H3-04233;11214034;BIOS RAA520FC_PLUS_0102.4.X.H1.P;RAA520FC
1508145;POS MASTER D3500 H3-04370 IT9;H3-04370;11216151;BIOS POS-RIH610FE V0101.5.XD20.H2.P;RIH610FE
1508146;POS MASTER D4400 H3-04210 PARNAÃBA IT1;H3-04210;11212173;BIOS POS-RAA520FC V0103.5.XD20.H1.P;RAA520FC
1508165;POS MASTER D4400 H3-03985 - IT27;H3-03985;11212173;BIOS POS-RAA520FC V0103.5.XD20.H1.P;RAA520FC
1508166;POSITIVO MASTER C4400, MON M2300, MOUSE;H3-04278;11210370;BIOS RAX300ESR2_V0101.4.XD20G1.H1.P_NSLo;RAX300ES-R2
1508195;POS MASTER C4400 H3-04278 SEEC PLD CAR;H3-04278;11210370;BIOS RAX300ESR2_V0101.4.XD20G1.H1.P_NSLo;RAX300ES-R2
1508215;POS MASTER C6400 H3-04007 FORTALEZA;H3-04007;11217177;BIOS_RIH670EU_0202.5.XD20G10.H3.P_PM_FOR;RIH670EU
1508227;POS MASTER C8400 H3-4363 SEED STM IT1;H3-04363;11212267;BIOS POS-RIQ670FB V0202.3.XD21G8.H1.P;RIQ670FB
1508235;MASTER C8400 H3-04378 SEST SENAT/DF LT1;H3-04378;11212176;BIOS RIQ670FB V004 0203.4.XD22G9.H4.P;RIQ670FB
1508245;POS MASTER D8500 H3-04375 DSK3 8L;H3-04375;11212102;BIOS POS-RIQ670FF 0101.4.XD10G1.H2.P NSL;RIQ670FF
1508263;POSITIVO MASTER C6400 MINIPRO;H3-04407;11212432;BIOS RIH670FA R2 PLUS V0203.6.XD22.H5.P;RIH670FA
1508276;POS MASTER C6400 H3-04327 TJE/TO CAR;H3-04327;11212432;BIOS RIH670FA R2 PLUS V0203.6.XD22.H5.P;RIH670FA
1508277;POS MASTER C6400 H3-04327 TJE/TO STND C3;H3-04327;11212172;BIOS POS-RIH670FA V0202.5.XD20.H2.P;RIH670FA
1508278;POS MASTER C4400 H3-04278 R2 SES-DF;H3-04278;11217144;BIOS RAX300ES_R2_V0101.5.XD20.H1.P_NS;RAX300ES
1508279;POS MASTER C4400 H3-04370 IFBA IT10;SEMPEP;11212177;BIOS POS-RAX300ES R2 V0101.5.XD20.H1.P;RAX300ES-R2
1508280;POSITIVO MASTER C6400 H3-04370 UFBA;H3-04370;11216144;BIOS POS-RIH670EU PLUS V0202.5.XD20.H2.P;RIH670EU
1508287;POS MASTER C4400 H3-04370 IT10 CAR;H3-04370;11212177;BIOS POS-RAX300ES R2 V0101.5.XD20.H1.P;RAX300ES
1508296;POS MASTER C4400 H3-4278 SEEC S/V CAR;H3-04278;11212118;BIOS RAX300ESR2 0101.5.XD20.H3.P NSLock;RAX300ES-R2
1508305;POS MASTER, MON M2350, MOUSE, 2;H3-04363;11217216;BIOS POS-RIQ670FB V0202.3.XD21G9.H4.P;RIQ670FB
1508306;POSITIVO MASTER C6400 H3-04355 BNB_COD;H3-04355;11212289;BIOS POS-RIH670EU V0303.6.XD21.H6.P;RIH670EU
1508307;POS MASTER D3500 H3-04452 CINCA-SC IT3;H3-04452;11212598;BIOS RIH610FE PLUSV001 V0102.7.XD22.H1.P;RIH610FE
1508317;POS MAST C6400, MON M2350, MOUSE CAR;H3-04061;11212172;BIOS POS-RIH670FA V0202.5.XD20.H2.P;RIH670FA
1508318;POSITIVO MASTER D4400 H3-04422 SJP-PR;H3-04422;11212171;BIOS POS-RAA520FC PLUS V0103.5.XD10.H1.P;RAA520FC
1508320;POS MASTER C6400 H3-04452 CINCA-SC IT9;H3-04452;11212432;BIOS RIH670FA R2 PLUS V0203.6.XD22.H5.P;RIH670FA
1508321;POS MASTER C6400 H3-04452 CINCA-SC IT11;H3-04452;11212432;BIOS RIH670FA R2 PLUS V0203.6.XD22.H5.P;RIH670FA
1508323;POS MASTER C8400 H3-04452 CINCA-SC IT12;H3-04452;11212291;BIOS POS-RIQ670FB V0203.4.XD22.H4.P;RIQ670FB
1508324;POS MASTER C6400 H3-04452 CINCA-SC IT21;H3-04452;11212432;BIOS RIH670FA R2 PLUS V0203.6.XD22.H5.P;RIH670FA
1508326;POS MASTER C6400 H3-04452 CINCA-SC IT23;H3-04452;11212432;BIOS RIH670FA R2 PLUS V0203.6.XD22.H5.P;RIH670FA
1508329;POS MASTER D3500 H3-04452 CINCA-SC IT19;H3-04452;11212114;BIOS POS-RIH610FE 0102.8.XD22G2.H1.P;RIH610FE
1508330;POS MASTER D3500 H3-04452 CINCA-SC IT5;H3-04452;11212114;BIOS POS-RIH610FE 0102.8.XD22G2.H1.P;RIH610FE
1508331;POS MASTER D8500 H3-04452 CINCA-SC IT6;H3-04452;11212104;BIOS POS-RIQ670FF 0101.4.XD21G1.H2.P;RIQ670FF
1508332;POS MASTER D3500 H3-04452 CINCA-SC IT17;H3-04452;11212483;BIOS POS-RIH610FE V002 V0102.7.XD22.H2.P;RIH610FE
1508335;POSITIVO MASTER C6400 H3-04235 R2;H3-04235;11212183;BIOS POS-RIH670FA_R2 V0203.6.XD22G3.H5.P;RIH670FA
1508336;POS MASTER D8500 H3-04458 PM P. G. LT13;H3-04458;11216158;BIOS POS-RIQ670FF BASIC V0101.4.XD21.H2;RIQ670FF
1508345;POS MAST C6400 SGG H3-04061 IOS R2;H3-04061;11216430;BIOS RIH670FA PLUS V0203.6.XD22.H5.P NSL;RIH670FA
1508349;POS MASTER D8500 H3-04458 PM P. G. LT12;H3-04458;11216158;BIOS POS-RIQ670FF BASIC V0101.4.XD21.H2;RIQ670FF
1508355;POS MASTER C6400 MINIPRO VD ALFATECH;;11212190;BIOS POS-RIH670EU PLUS V0303.X;RIH670EU
1508359;POS MASTER C4400 H3-03965 BB R2 TDS;H3-03965;11216182;BIOS_RAX300ES_0103.7.XG3.H1.P_Toten  ;RAX300ES-R2
1508366;POS MASTER C4400 H3-03965 BB R2 TCC;H3-03965;11216145;BIOS_RAX300ES_R2_0103.7.XG2.H1.P_Monitor;RAX300ES-R2
1508367;POS MASTER D4400 H3-04230 LT1LT2 8L CAR;SEMPEP;11212173;BIOS POS-RAA520FC V0103.5.XD20.H1.P;RAA520FC
